ID,Employment Type
0,0
1,1
2,1
3,2
4,1
5,2
6,1
7,1
8,0
9,3
10,2
11,1
12,3
13,0
14,0
15,0
16,3
17,1
18,2
19,1
20,1
21,0
22,1
23,0
24,0
25,1
26,1
27,0
28,0
29,1
30,3
31,1
32,1
33,1
34,1
35,0
36,0
37,1
38,0
39,1
40,0
41,3
42,2
43,2
44,0
45,3
46,0
47,1
48,0
49,1
50,0
51,0
52,0
53,0
54,3
55,2
56,0
57,1
58,0
59,0
60,1
61,0
62,2
63,2
64,1
65,1
66,1
67,1
68,0
69,1
70,1
71,0
72,1
73,1
74,0
75,0
76,3
77,1
78,1
79,0
80,2
81,1
82,1
83,0
84,2
85,3
86,0
87,2
88,1
89,0
90,2
91,3
92,2
93,1
94,3
95,0
96,0
97,0
98,0
99,0
100,2
101,3
102,1
103,1
104,0
105,2
106,3
107,2
108,0
109,2
110,0
111,1
112,2
113,1
114,2
115,2
116,0
117,3
118,1
119,2
120,1
121,2
122,1
123,1
124,2
125,2
126,1
127,1
128,2
129,0
130,3
131,0
132,3
133,0
134,1
135,1
136,1
137,1
138,1
139,2
140,2
141,0
142,2
143,2
144,1
145,1
146,2
147,0
148,1
149,1
150,0
151,2
152,1
153,1
154,3
155,2
156,2
157,2
158,0
159,0
160,3
161,1
162,2
163,3
164,0
165,1
166,0
167,1
168,1
169,3
170,0
171,0
172,2
173,0
174,1
175,0
176,0
177,2
178,1
179,3
180,0
181,0
182,0
183,1
184,2
185,1
186,1
187,0
188,3
189,1
190,0
191,0
192,1
193,0
194,1
195,2
196,1
197,0
198,1
199,2
200,1
201,3
202,1
203,0
204,0
205,0
206,1
207,3
208,1
209,1
210,2
211,2
212,3
213,1
214,0
215,2
216,0
217,0
218,0
219,0
220,2
221,2
222,0
223,3
224,1
225,1
226,0
227,0
228,1
229,0
230,0
231,1
232,1
233,2
234,1
235,0
236,1
237,2
238,2
239,1
240,0
241,1
242,1
243,2
244,1
245,0
246,0
247,3
248,3
249,3
250,1
251,1
252,0
253,0
254,1
255,2
256,2
257,0
258,1
259,1
260,1
261,2
262,3
263,1
264,0
265,0
266,1
267,0
268,1
269,2
270,1
271,0
272,1
273,1
274,1
275,2
276,2
277,1
278,2
279,1
280,1
281,2
282,0
283,2
284,2
285,2
286,0
287,2
288,1
289,1
290,1
291,1
292,3
293,1
294,2
295,3
296,1
297,1
298,0
299,0
300,0
301,2
302,0
303,1
304,0
305,1
306,0
307,0
308,1
309,2
310,1
311,1
312,1
313,1
314,2
315,2
316,0
317,1
318,0
319,1
320,1
321,3
322,1
323,3
324,1
325,1
326,1
327,1
328,2
329,0
330,2
331,1
332,1
333,0
334,1
335,2
336,3
337,1
338,1
339,1
340,0
341,1
342,2
343,0
344,1
345,1
346,1
347,2
348,1
349,1
350,3
351,1
352,1
353,0
354,3
355,0
356,0
357,1
358,1
359,1
360,0
361,0
362,0
363,2
364,1
365,1
366,2
367,0
368,1
369,0
370,3
371,1
372,2
373,1
374,3
375,3
376,3
377,2
378,3
379,3
380,1
381,1
382,1
383,1
384,0
385,0
386,3
387,2
388,0
389,1
390,0
391,2
392,3
393,1
394,2
395,2
396,2
397,1
398,0
399,2
400,3
401,0
402,1
403,0
404,3
405,3
406,1
407,3
408,0
409,1
410,0
411,1
412,1
413,2
414,2
415,0
416,3
417,0
418,2
419,3
420,3
421,2
422,0
423,3
424,1
425,1
426,2
427,1
428,1
429,1
430,2
431,1
432,2
433,1
434,3
435,1
436,2
437,1
438,0
439,0
440,1
441,3
442,3
443,0
444,1
445,3
446,0
447,1
448,1
449,1
450,1
451,0
452,1
453,1
454,1
455,2
456,0
457,1
458,1
459,1
460,0
461,1
462,2
463,0
464,1
465,0
466,2
467,3
468,0
469,1
470,0
471,2
472,0
473,2
474,0
475,1
476,1
477,1
478,1
479,1
480,3
481,1
482,1
483,1
484,0
485,0
486,2
487,1
488,0
489,1
490,0
491,1
492,1
493,2
494,1
495,0
496,1
497,1
498,0
499,1
500,1
501,2
502,2
503,0
504,3
505,0
506,1
507,1
508,0
509,1
510,2
511,2
512,0
513,1
514,0
515,1
516,1
517,2
518,3
519,2
520,2
521,2
522,1
523,0
524,1
525,1
526,1
527,0
528,3
529,0
530,0
531,0
532,0
533,0
534,2
535,1
536,0
537,2
538,0
539,3
540,0
541,2
542,0
543,3
544,3
545,0
546,2
547,2
548,0
549,1
550,2
551,1
552,0
553,1
554,1
555,2
556,0
557,1
558,0
559,1
560,0
561,1
562,3
563,1
564,1
565,1
566,1
567,1
568,0
569,2
570,2
571,0
572,3
573,0
574,3
575,0
576,0
577,3
578,0
579,0
580,2
581,1
582,1
583,1
584,1
585,0
586,2
587,3
588,3
589,1
590,1
591,2
592,1
593,1
594,3
595,0
596,0
597,0
598,1
599,0
600,0
601,1
602,1
603,0
604,0
605,3
606,1
607,1
608,3
609,0
610,1
611,3
612,0
613,1
614,0
615,1
616,3
617,1
618,0
619,1
620,3
621,2
622,3
623,1
624,0
625,1
626,0
627,3
628,2
629,0
630,1
631,1
632,0
633,0
634,2
635,3
636,2
637,3
638,1
639,1
640,1
641,1
642,2
643,0
644,0
645,1
646,1
647,3
648,2
649,0
650,3
651,1
652,2
653,0
654,0
655,2
656,0
657,3
658,3
659,0
660,0
661,2
662,3
663,0
664,2
665,2
666,0
667,2
668,0
669,2
670,2
671,3
672,2
673,3
674,0
675,1
676,2
677,2
678,1
679,1
680,1
681,3
682,1
683,2
684,0
685,1
686,0
687,2
688,0
689,1
690,1
691,0
692,2
693,0
694,0
695,2
696,0
697,1
698,0
699,0
700,0
701,0
702,2
703,0
704,0
705,0
706,0
707,0
708,1
709,1
710,0
711,1
712,1
713,0
714,0
715,1
716,1
717,0
718,1
719,1
720,0
721,1
722,1
723,0
724,1
725,0
726,2
727,2
728,1
729,0
730,1
731,2
732,1
733,0
734,3
735,2
736,1
737,0
738,1
739,1
740,2
741,0
742,0
743,0
744,1
745,1
746,1
747,1
748,0
749,2
750,0
751,0
752,1
753,2
754,3
755,2
756,3
757,0
758,1
759,0
760,2
761,3
762,3
763,1
764,3
765,0
766,0
767,2
768,0
769,1
770,1
771,3
772,0
773,1
774,1
775,3
776,0
777,1
778,2
779,3
780,0
781,0
782,2
783,1
784,1
785,0
786,1
787,0
788,0
789,1
790,0
791,0
792,3
793,0
794,0
795,1
796,3
797,2
798,2
799,0
800,0
801,1
802,2
803,1
804,0
805,0
806,0
807,3
808,0
809,2
810,1
811,1
812,0
813,2
814,3
815,1
816,0
817,0
818,3
819,2
820,1
821,0
822,1
823,0
824,1
825,2
826,1
827,0
828,1
829,2
830,2
831,1
832,1
833,0
834,0
835,0
836,1
837,1
838,3
839,0
840,0
841,2
842,0
843,1
844,1
845,2
846,1
847,3
848,1
849,2
850,1
851,0
852,1
853,2
854,1
855,1
856,0
857,2
858,3
859,0
860,0
861,0
862,0
863,1
864,3
865,0
866,0
867,0
868,1
869,0
870,2
871,0
872,0
873,1
874,1
875,2
876,0
877,0
878,0
879,1
880,1
881,3
882,2
883,0
884,0
885,2
886,1
887,0
888,2
889,1
890,0
891,1
892,2
893,0
894,0
895,0
896,1
897,3
898,3
899,1
900,0
901,2
902,1
903,1
904,0
905,1
906,0
907,1
908,0
909,2
910,0
911,1
912,3
913,3
914,1
915,0
916,0
917,3
918,3
919,0
920,0
921,0
922,1
923,0
924,3
925,1
926,1
927,2
928,1
929,2
930,3
931,1
932,2
933,0
934,1
935,0
936,1
937,0
938,0
939,1
940,2
941,2
942,1
943,1
944,1
945,1
946,0
947,0
948,0
949,3
950,0
951,1
952,3
953,0
954,1
955,1
956,0
957,1
958,0
959,1
960,2
961,2
962,3
963,0
964,1
965,1
966,1
967,1
968,2
969,1
970,2
971,2
972,0
973,1
974,0
975,0
976,2
977,0
978,1
979,0
980,1
981,0
982,0
983,3
984,2
985,1
986,3
987,1
988,2
989,0
990,1
991,1
992,3
993,1
994,3
995,1
996,1
997,0
998,0
999,0
1000,0
1001,3
1002,0
1003,0
1004,1
1005,0
1006,2
1007,1
1008,1
1009,1
1010,0
1011,3
1012,1
1013,2
1014,3
1015,1
1016,1
1017,0
1018,0
1019,1
1020,0
1021,0
1022,2
1023,1
1024,1
1025,1
1026,2
1027,0
1028,2
1029,1
1030,1
1031,1
1032,3
1033,1
1034,0
1035,3
1036,1
1037,2
1038,2
1039,1
1040,3
1041,0
1042,1
1043,2
1044,1
1045,0
1046,1
1047,1
1048,1
1049,0
1050,1
1051,0
1052,3
1053,0
1054,0
1055,0
1056,2
1057,2
1058,2
1059,1
