ID,Employment Type
0,0
1,4
2,5
3,1
4,1
5,1
6,5
7,4
8,0
9,1
10,3
11,1
12,2
13,0
14,4
15,0
16,4
17,5
18,3
19,5
20,5
21,0
22,6
23,0
24,5
25,5
26,5
27,6
28,0
29,5
30,4
31,4
32,5
33,4
34,5
35,0
36,0
37,5
38,0
39,5
40,4
41,4
42,1
43,3
44,0
45,4
46,0
47,5
48,0
49,1
50,0
51,0
52,0
53,0
54,4
55,1
56,0
57,1
58,5
59,4
60,5
61,0
62,1
63,1
64,5
65,5
66,5
67,5
68,0
69,5
70,4
71,6
72,1
73,5
74,6
75,0
76,4
77,1
78,1
79,4
80,1
81,1
82,5
83,0
84,1
85,4
86,0
87,1
88,1
89,0
90,1
91,2
92,1
93,4
94,4
95,0
96,0
97,4
98,0
99,0
100,1
101,4
102,4
103,5
104,4
105,1
106,2
107,1
108,0
109,1
110,4
111,5
112,1
113,5
114,1
115,6
116,0
117,4
118,5
119,3
120,5
121,3
122,5
123,5
124,1
125,1
126,5
127,4
128,1
129,5
130,2
131,0
132,4
133,0
134,4
135,5
136,5
137,5
138,5
139,1
140,3
141,0
142,1
143,1
144,1
145,5
146,1
147,5
148,5
149,5
150,0
151,3
152,1
153,6
154,2
155,1
156,3
157,1
158,0
159,0
160,4
161,4
162,3
163,4
164,0
165,5
166,0
167,5
168,5
169,4
170,0
171,0
172,1
173,0
174,5
175,4
176,4
177,1
178,5
179,2
180,4
181,0
182,0
183,5
184,1
185,1
186,1
187,0
188,4
189,6
190,5
191,5
192,4
193,0
194,5
195,1
196,5
197,0
198,1
199,1
200,5
201,4
202,1
203,0
204,6
205,0
206,5
207,1
208,5
209,6
210,1
211,1
212,4
213,5
214,0
215,1
216,0
217,0
218,5
219,0
220,1
221,3
222,0
223,2
224,5
225,5
226,0
227,0
228,4
229,5
230,5
231,4
232,5
233,1
234,1
235,0
236,5
237,1
238,1
239,5
240,5
241,5
242,5
243,1
244,5
245,0
246,0
247,2
248,2
249,4
250,1
251,5
252,0
253,0
254,5
255,1
256,1
257,0
258,5
259,4
260,1
261,3
262,4
263,5
264,4
265,0
266,1
267,0
268,4
269,6
270,6
271,4
272,4
273,1
274,5
275,1
276,1
277,5
278,1
279,5
280,5
281,1
282,5
283,3
284,3
285,1
286,0
287,3
288,5
289,4
290,1
291,6
292,2
293,5
294,1
295,2
296,1
297,5
298,0
299,6
300,0
301,1
302,0
303,5
304,0
305,5
306,5
307,5
308,5
309,1
310,4
311,5
312,5
313,5
314,1
315,1
316,0
317,6
318,0
319,1
320,5
321,2
322,5
323,4
324,4
325,5
326,5
327,5
328,1
329,5
330,3
331,5
332,5
333,0
334,5
335,1
336,4
337,5
338,5
339,4
340,0
341,5
342,1
343,0
344,5
345,4
346,4
347,1
348,4
349,5
350,2
351,5
352,1
353,0
354,4
355,0
356,0
357,5
358,4
359,4
360,0
361,5
362,4
363,1
364,1
365,5
366,1
367,0
368,5
369,6
370,4
371,5
372,1
373,5
374,4
375,4
376,4
377,1
378,1
379,4
380,5
381,5
382,1
383,6
384,4
385,0
386,4
387,1
388,5
389,5
390,5
391,1
392,1
393,5
394,1
395,1
396,1
397,5
398,0
399,1
400,2
401,0
402,5
403,0
404,2
405,4
406,5
407,4
408,4
409,5
410,0
411,5
412,1
413,3
414,5
415,4
416,4
417,0
418,1
419,6
420,2
421,1
422,6
423,4
424,1
425,5
426,1
427,5
428,5
429,5
430,1
431,1
432,1
433,5
434,4
435,5
436,1
437,1
438,0
439,0
440,5
441,4
442,4
443,0
444,1
445,6
446,5
447,5
448,1
449,5
450,5
451,0
452,5
453,5
454,5
455,1
456,0
457,1
458,5
459,1
460,6
461,4
462,1
463,0
464,5
465,4
466,1
467,2
468,0
469,5
470,0
471,3
472,0
473,3
474,5
475,1
476,1
477,1
478,5
479,6
480,4
481,5
482,5
483,1
484,5
485,5
486,3
487,5
488,0
489,5
490,0
491,5
492,5
493,1
494,1
495,0
496,5
497,5
498,0
499,5
500,5
501,1
502,1
503,0
504,4
505,0
506,5
507,1
508,0
509,5
510,1
511,1
512,0
513,5
514,0
515,4
516,5
517,3
518,4
519,1
520,1
521,3
522,5
523,6
524,5
525,5
526,5
527,4
528,4
529,5
530,4
531,0
532,5
533,0
534,1
535,4
536,5
537,1
538,5
539,4
540,5
541,1
542,4
543,4
544,4
545,4
546,3
547,1
548,0
549,6
550,1
551,5
552,0
553,5
554,5
555,1
556,0
557,1
558,4
559,4
560,5
561,6
562,4
563,5
564,5
565,4
566,5
567,5
568,0
569,1
570,1
571,5
572,4
573,4
574,2
575,0
576,0
577,2
578,0
579,0
580,1
581,5
582,1
583,4
584,5
585,4
586,1
587,4
588,1
589,5
590,5
591,1
592,5
593,5
594,4
595,5
596,0
597,5
598,5
599,0
600,4
601,1
602,5
603,0
604,5
605,2
