ID,Employment Type
0,4
1,3
2,5
3,1
4,5
5,1
6,3
7,8
8,4
9,8
10,7
11,8
12,2
13,3
14,0
15,3
16,8
17,5
18,7
19,5
20,5
21,3
22,6
23,3
24,5
25,5
26,3
27,6
28,4
29,5
30,3
31,3
32,5
33,3
34,5
35,3
36,3
37,5
38,3
39,5
40,3
41,2
42,1
43,7
44,0
45,3
46,3
47,5
48,3
49,5
50,4
51,4
52,3
53,4
54,8
55,1
56,3
57,1
58,3
59,3
60,3
61,3
62,1
63,1
64,5
65,5
66,3
67,5
68,4
69,5
70,8
71,6
72,5
73,5
74,6
75,3
76,2
77,5
78,8
79,3
80,1
81,8
82,3
83,3
84,1
85,3
86,3
87,1
88,8
89,3
90,1
91,2
92,5
93,8
94,2
95,3
96,3
97,0
98,3
99,3
100,1
101,8
102,8
103,5
104,3
105,1
106,2
107,1
108,4
109,1
110,3
111,5
112,1
113,5
114,1
115,6
116,3
117,8
118,5
119,7
120,0
121,7
122,0
123,5
124,1
125,1
126,5
127,8
128,1
129,0
130,2
131,3
132,8
133,3
134,8
135,5
136,5
137,5
138,5
139,1
140,7
141,0
142,1
143,1
144,8
145,5
146,1
147,3
148,5
149,5
150,4
151,7
152,5
153,6
154,8
155,1
156,7
157,1
158,4
159,3
160,2
161,3
162,7
163,8
164,4
165,5
166,3
167,5
168,5
169,8
170,3
171,3
172,8
173,3
174,5
175,3
176,3
177,1
178,5
179,2
180,3
181,0
182,4
183,5
184,1
185,5
186,5
187,3
188,2
189,6
190,3
191,3
192,8
193,4
194,5
195,1
196,3
197,4
198,5
199,1
200,5
201,2
202,1
203,4
204,6
205,5
206,5
207,8
208,5
209,6
210,1
211,1
212,8
213,5
214,4
215,1
216,3
217,3
218,3
219,4
220,1
221,7
222,4
223,2
224,5
225,5
226,4
227,3
228,8
229,3
230,5
231,3
232,3
233,1
234,5
235,3
236,3
237,1
238,1
239,5
240,3
241,5
242,5
243,1
244,5
245,0
246,3
247,8
248,2
249,8
250,1
251,5
252,3
253,3
254,5
255,1
256,1
257,4
258,3
259,3
260,5
261,7
262,2
263,5
264,3
265,4
266,5
267,4
268,8
269,6
270,6
271,3
272,3
273,5
274,3
275,1
276,1
277,5
278,1
279,5
280,5
281,1
282,3
283,7
284,7
285,1
286,4
287,7
288,0
289,3
290,5
291,5
292,2
293,5
294,1
295,2
296,5
297,5
298,3
299,6
300,4
301,1
302,3
303,5
304,3
305,5
306,0
307,4
308,0
309,1
310,8
311,5
312,5
313,5
314,1
315,1
316,3
317,6
318,3
319,8
320,5
321,2
322,5
323,8
324,8
325,5
326,5
327,5
328,1
329,3
330,7
331,5
332,5
333,4
334,5
335,1
336,8
337,5
338,3
339,3
340,4
341,5
342,1
343,3
344,5
345,8
346,3
347,1
348,8
349,5
350,2
351,3
352,8
353,3
354,2
355,4
356,3
357,5
358,8
359,8
360,3
361,3
362,3
363,1
364,5
365,5
366,1
367,3
368,5
369,6
370,2
371,5
372,1
373,5
374,3
375,8
376,8
377,1
378,8
379,2
380,5
381,5
382,5
383,6
384,3
385,4
386,3
387,1
388,3
389,5
390,3
391,1
392,8
393,5
394,1
395,1
396,1
397,5
398,3
399,1
400,2
401,3
402,5
403,0
404,2
405,8
406,0
407,2
408,3
409,5
410,3
411,5
412,8
413,7
414,5
415,3
416,8
417,3
418,1
419,6
420,2
421,1
422,6
423,2
424,5
425,5
426,1
427,5
428,5
429,5
430,1
431,8
432,1
433,5
434,8
435,5
436,1
437,8
438,4
439,4
440,0
441,2
442,8
443,3
444,5
445,6
446,3
447,3
448,1
449,5
450,5
451,3
452,5
453,5
454,3
455,1
456,4
457,1
458,5
459,8
460,6
461,3
462,1
463,4
464,5
465,3
466,1
467,2
468,4
469,8
470,3
471,7
472,3
473,7
474,3
475,8
476,8
477,5
478,5
479,6
480,2
481,5
482,5
483,8
484,3
485,3
486,7
487,3
488,3
489,5
490,0
491,5
492,5
493,1
494,8
495,3
496,5
497,3
498,3
499,5
500,5
501,1
502,1
503,3
504,2
505,4
506,5
507,5
508,3
509,3
510,1
511,1
512,4
513,5
514,3
515,3
516,5
517,7
518,3
519,1
520,1
521,7
522,5
523,0
524,5
525,5
526,5
527,3
528,2
529,3
530,3
531,3
532,0
533,4
534,1
535,8
536,3
537,1
538,3
539,2
540,3
541,1
542,0
543,8
544,8
545,0
546,7
547,1
548,0
549,6
550,1
551,5
552,0
553,5
554,5
555,1
556,4
557,5
558,3
559,3
560,3
561,6
562,3
563,3
564,5
565,8
566,3
567,5
568,0
569,1
570,1
571,0
572,2
573,3
574,2
575,0
576,4
577,2
578,3
579,3
580,1
581,5
582,5
583,8
584,5
585,3
586,1
587,2
588,8
589,5
590,5
591,1
592,5
593,5
594,8
595,3
596,0
597,3
598,5
599,3
600,3
601,5
602,5
603,4
604,3
605,2
606,5
607,8
608,3
609,3
610,5
611,2
612,4
613,5
614,4
615,5
616,8
617,5
618,3
619,5
620,8
621,1
622,8
623,1
624,3
625,1
626,3
627,8
628,1
629,3
630,5
631,3
632,4
633,3
634,1
635,6
636,1
637,8
638,5
639,3
640,3
641,5
642,1
643,3
644,0
645,5
646,5
647,2
648,1
649,3
650,2
651,5
652,7
653,3
654,3
655,1
656,3
657,2
658,2
659,3
660,3
661,1
662,2
663,4
664,1
665,1
666,0
667,1
668,3
669,1
670,1
671,8
672,1
673,8
674,3
675,5
676,1
677,7
678,8
679,3
680,5
681,8
682,5
683,7
684,3
685,0
686,4
687,7
688,3
689,8
690,5
691,4
692,1
693,3
694,3
695,1
696,0
697,5
698,3
699,0
700,3
701,3
702,7
703,3
704,0
705,3
706,4
707,3
708,5
709,8
710,0
711,8
712,5
713,3
714,3
715,5
716,5
717,4
718,5
719,3
720,3
721,5
722,8
723,3
724,5
725,3
726,1
727,7
728,8
729,3
730,5
731,1
732,5
733,3
734,2
735,1
736,5
737,3
738,6
739,5
740,1
741,3
742,0
743,0
744,5
745,3
746,5
747,5
748,4
749,1
750,3
751,3
752,5
753,7
754,2
755,1
756,2
757,3
758,0
759,3
760,1
761,8
762,2
763,5
764,8
765,5
766,3
767,1
768,4
769,3
770,5
771,8
772,5
773,8
774,5
775,2
776,3
777,5
778,1
779,2
780,3
781,3
782,1
783,5
784,1
785,3
786,5
787,3
788,3
789,5
790,3
791,0
792,8
793,4
794,4
795,8
796,8
797,1
798,7
799,3
800,3
801,3
802,1
803,5
804,3
805,6
806,3
807,2
808,0
809,1
810,5
811,3
812,0
813,1
814,8
815,5
816,4
817,4
818,2
819,5
820,5
821,0
822,8
823,0
824,5
825,1
826,8
827,6
828,5
829,1
830,1
831,1
832,5
833,4
834,3
835,3
836,5
837,5
838,2
839,3
840,3
841,4
842,3
843,3
844,5
845,1
846,5
847,2
848,5
849,7
850,5
851,3
852,8
853,7
854,6
855,5
856,3
857,7
858,8
859,4
860,3
861,3
862,5
863,3
864,3
865,0
866,4
867,4
868,5
869,3
870,1
871,4
872,3
873,5
874,5
875,1
876,4
877,3
878,3
879,5
880,5
881,8
882,7
883,3
884,6
885,1
886,5
887,5
888,1
889,5
890,0
891,5
892,1
893,4
894,6
895,0
896,6
897,6
898,8
899,5
900,3
901,1
902,3
903,8
904,3
905,1
906,0
907,5
908,6
909,1
910,0
911,5
912,8
913,2
914,5
915,3
916,3
917,2
918,2
919,3
920,3
921,5
922,5
923,4
924,8
925,1
926,5
927,1
928,8
929,1
930,2
931,5
932,1
933,3
934,8
935,3
936,5
937,3
938,3
939,8
940,7
941,1
942,5
943,5
944,5
945,5
946,4
947,3
948,4
949,8
950,3
951,5
952,2
953,3
954,5
955,5
956,3
957,5
958,4
959,0
960,1
961,1
962,8
963,4
964,3
965,5
966,5
967,1
968,7
969,5
970,1
971,1
972,3
973,5
974,4
975,3
976,1
977,3
978,6
979,3
980,5
981,3
982,3
983,2
984,5
985,3
986,8
987,8
988,1
989,3
990,5
991,5
992,2
993,5
994,2
995,5
996,5
997,3
998,3
999,5
1000,3
1001,2
1002,4
1003,3
1004,8
1005,0
1006,5
1007,3
1008,5
1009,5
1010,3
1011,2
1012,5
1013,5
1014,8
1015,1
1016,5
1017,3
1018,3
1019,5
1020,3
1021,4
1022,1
1023,5
1024,5
1025,5
1026,1
1027,3
1028,1
1029,5
1030,5
1031,3
1032,2
1033,5
1034,6
1035,2
1036,5
1037,1
1038,1
1039,5
1040,2
1041,3
1042,8
1043,1
1044,5
1045,3
1046,5
1047,8
1048,8
1049,3
1050,5
1051,4
1052,8
1053,3
1054,3
1055,3
1056,7
1057,1
1058,1
1059,5
1060,4
1061,3
1062,5
1063,8
1064,8
1065,5
1066,3
1067,3
1068,4
1069,5
1070,5
1071,3
1072,3
1073,3
1074,3
1075,5
1076,1
1077,3
1078,5
1079,3
1080,5
1081,2
1082,2
1083,5
1084,2
1085,3
1086,2
1087,8
1088,2
1089,2
1090,8
1091,3
1092,1
1093,3
1094,4
1095,8
1096,5
1097,3
1098,5
1099,5
1100,5
1101,1
1102,3
1103,5
1104,3
1105,4
1106,5
1107,0
1108,3
1109,5
1110,6
1111,5
1112,5
1113,6
1114,1
1115,3
1116,3
1117,8
1118,8
1119,5
1120,4
1121,3
1122,0
1123,3
1124,3
1125,1
1126,5
1127,5
1128,8
1129,3
1130,5
1131,5
1132,1
1133,4
1134,8
1135,1
1136,1
1137,5
1138,4
1139,1
1140,1
1141,1
1142,2
1143,4
1144,3
1145,3
1146,4
1147,1
1148,1
1149,0
1150,1
1151,8
1152,8
1153,3
1154,5
1155,3
1156,6
1157,4
1158,1
1159,8
1160,1
1161,4
1162,3
1163,8
1164,5
1165,8
1166,5
1167,4
1168,1
1169,8
1170,2
1171,8
1172,3
1173,0
1174,3
1175,5
1176,3
1177,1
1178,3
1179,3
1180,3
1181,8
1182,1
1183,5
1184,5
1185,8
1186,4
1187,5
1188,5
1189,5
1190,3
1191,1
1192,8
1193,3
1194,8
1195,3
1196,3
1197,1
1198,3
1199,4
1200,3
1201,3
1202,3
1203,5
1204,2
1205,3
1206,3
1207,3
1208,3
1209,2
1210,1
1211,6
1212,8
1213,3
1214,5
1215,2
1216,3
1217,5
1218,3
1219,1
1220,1
1221,3
1222,3
1223,2
1224,1
1225,0
1226,5
1227,5
1228,1
1229,1
1230,1
1231,5
1232,8
1233,3
1234,3
1235,5
1236,7
1237,1
1238,3
1239,3
1240,5
1241,8
1242,7
1243,3
1244,4
1245,8
1246,8
1247,3
1248,3
1249,5
1250,1
1251,3
1252,3
1253,8
1254,8
1255,3
1256,5
1257,5
1258,8
1259,6
1260,3
1261,1
1262,2
1263,1
1264,1
1265,7
1266,3
1267,2
1268,5
1269,5
1270,5
1271,3
1272,6
1273,6
1274,0
1275,6
1276,3
1277,5
1278,6
1279,3
1280,0
1281,8
1282,8
1283,5
1284,3
1285,5
1286,1
1287,1
1288,5
1289,3
1290,5
1291,3
1292,1
1293,3
1294,3
1295,3
1296,8
1297,3
1298,1
1299,3
1300,2
1301,4
1302,3
1303,1
1304,3
1305,0
1306,3
1307,8
1308,1
1309,5
1310,0
1311,3
1312,6
1313,8
1314,3
1315,5
1316,5
1317,0
1318,8
1319,5
1320,1
1321,7
1322,7
1323,4
1324,3
1325,1
1326,3
1327,3
1328,4
1329,3
1330,3
1331,3
1332,5
1333,4
1334,6
1335,3
1336,3
1337,3
1338,5
1339,2
1340,3
1341,7
1342,2
1343,5
1344,5
1345,4
1346,3
1347,5
1348,3
1349,5
1350,1
1351,1
1352,8
1353,1
1354,3
1355,5
1356,5
1357,3
1358,3
1359,8
1360,4
1361,2
1362,7
1363,3
1364,8
1365,5
1366,3
1367,3
1368,2
1369,5
1370,5
1371,5
1372,3
1373,4
1374,0
1375,3
1376,3
1377,5
1378,5
1379,1
1380,2
1381,1
1382,7
1383,5
1384,1
1385,1
1386,3
1387,4
1388,2
1389,8
1390,7
1391,5
1392,5
1393,8
1394,4
1395,1
1396,7
1397,2
1398,0
1399,5
1400,5
1401,1
1402,5
1403,5
1404,0
1405,3
1406,3
1407,3
1408,1
1409,1
1410,2
1411,1
1412,5
1413,8
1414,1
1415,5
1416,1
1417,3
1418,8
1419,4
1420,3
1421,5
1422,5
1423,8
1424,1
1425,2
1426,8
1427,3
1428,5
1429,2
1430,5
1431,3
1432,3
1433,8
1434,0
1435,3
1436,4
1437,8
1438,5
1439,3
1440,1
1441,5
1442,5
1443,5
1444,3
1445,7
1446,3
1447,4
1448,2
1449,1
1450,3
1451,5
1452,4
1453,8
1454,5
1455,5
1456,1
1457,3
1458,3
1459,4
1460,7
1461,0
1462,3
1463,1
1464,4
1465,0
1466,5
1467,5
1468,3
1469,3
1470,4
1471,3
1472,4
1473,8
1474,5
1475,7
1476,5
1477,5
1478,5
1479,5
1480,8
1481,3
1482,8
1483,5
1484,3
1485,3
1486,7
1487,4
1488,5
1489,5
1490,2
1491,5
1492,8
1493,8
1494,6
1495,5
1496,3
1497,2
1498,4
1499,1
1500,3
1501,3
1502,1
1503,5
1504,1
1505,5
1506,3
1507,3
1508,3
1509,3
1510,3
1511,5
1512,3
1513,3
1514,3
1515,5
1516,5
1517,6
1518,1
1519,3
1520,8
1521,5
1522,3
1523,0
1524,5
1525,3
1526,2
1527,1
1528,5
1529,5
1530,6
1531,1
1532,3
1533,8
1534,3
1535,3
1536,0
1537,1
1538,5
1539,3
1540,5
1541,4
1542,8
1543,7
1544,3
1545,1
1546,5
1547,3
1548,2
1549,2
1550,3
1551,8
1552,0
1553,8
1554,1
1555,3
1556,3
1557,4
1558,2
1559,5
1560,3
1561,1
1562,2
1563,8
1564,5
1565,5
1566,5
1567,5
1568,1
1569,3
1570,8
1571,5
1572,8
1573,1
1574,3
1575,1
1576,1
1577,0
1578,8
1579,2
1580,5
1581,3
1582,3
1583,5
1584,5
1585,3
1586,8
1587,1
1588,3
1589,3
1590,5
1591,0
1592,8
1593,2
1594,1
1595,0
1596,8
1597,8
1598,3
1599,8
1600,5
1601,7
1602,5
1603,4
1604,8
1605,5
1606,3
1607,0
1608,3
1609,1
1610,3
1611,5
1612,3
1613,0
1614,7
1615,4
1616,5
1617,4
1618,2
1619,5
1620,3
1621,8
1622,2
1623,1
1624,0
1625,3
1626,3
1627,8
1628,5
1629,5
1630,5
1631,3
1632,5
1633,5
1634,5
1635,4
1636,8
1637,3
1638,3
1639,2
1640,5
1641,1
1642,8
1643,4
1644,5
1645,4
1646,3
1647,2
1648,3
1649,8
1650,3
1651,8
1652,1
1653,8
1654,2
1655,5
1656,3
1657,1
1658,5
1659,3
1660,4
1661,5
1662,5
1663,8
1664,1
1665,8
1666,6
1667,5
1668,7
1669,1
1670,4
1671,0
1672,5
1673,8
1674,3
1675,1
1676,3
1677,3
1678,3
1679,8
1680,2
1681,1
1682,5
1683,3
1684,3
1685,3
1686,7
1687,3
1688,5
1689,5
1690,5
1691,5
1692,3
1693,1
1694,5
1695,7
1696,0
1697,1
1698,8
1699,3
1700,3
1701,3
1702,4
1703,2
1704,5
1705,0
1706,3
1707,1
1708,6
1709,8
1710,5
1711,0
1712,1
1713,4
1714,1
1715,1
1716,3
1717,1
1718,8
1719,5
1720,5
1721,3
1722,4
1723,1
1724,5
1725,3
1726,1
1727,5
1728,3
1729,4
1730,5
1731,8
1732,5
1733,5
1734,0
1735,0
1736,1
1737,5
1738,5
1739,3
1740,6
1741,3
1742,3
1743,6
1744,1
1745,8
1746,5
1747,5
1748,5
1749,1
1750,3
1751,1
1752,5
1753,3
1754,3
1755,4
1756,5
1757,3
1758,3
1759,1
1760,5
1761,3
1762,5
1763,8
1764,4
1765,3
1766,5
1767,3
1768,5
1769,4
1770,1
1771,3
1772,5
1773,5
1774,5
1775,3
1776,5
1777,3
1778,4
1779,5
1780,7
1781,6
1782,7
1783,4
1784,1
1785,3
1786,5
1787,5
1788,3
1789,8
1790,5
1791,4
1792,3
1793,3
1794,8
1795,2
1796,5
1797,1
1798,4
1799,8
1800,8
1801,3
1802,5
1803,8
1804,0
1805,3
1806,3
1807,5
1808,5
1809,6
1810,1
1811,4
1812,8
1813,6
1814,1
1815,2
1816,2
1817,3
1818,7
1819,8
1820,5
1821,3
1822,2
1823,8
1824,5
1825,3
1826,1
1827,5
1828,0
1829,5
1830,5
1831,5
1832,5
1833,4
1834,3
1835,4
1836,3
1837,0
1838,5
1839,4
1840,4
1841,8
1842,8
1843,3
1844,1
1845,5
1846,2
1847,5
1848,3
1849,8
1850,1
1851,3
1852,2
1853,1
1854,3
1855,5
1856,4
1857,3
1858,2
1859,8
1860,5
1861,6
1862,3
1863,0
1864,5
1865,2
1866,4
1867,3
1868,5
1869,3
1870,3
1871,2
1872,3
1873,8
1874,5
1875,4
1876,3
1877,3
1878,2
1879,5
1880,3
1881,3
1882,1
1883,5
1884,8
1885,8
1886,0
1887,1
1888,8
1889,5
1890,5
1891,8
1892,8
1893,5
1894,1
1895,6
1896,3
1897,3
1898,4
1899,7
1900,5
1901,1
1902,2
1903,8
1904,1
1905,8
1906,1
1907,2
1908,6
1909,5
1910,5
1911,5
1912,5
1913,4
1914,5
1915,3
1916,8
1917,8
1918,5
1919,2
1920,3
1921,7
1922,3
1923,3
1924,8
1925,3
1926,3
1927,5
1928,5
1929,5
1930,1
1931,3
1932,3
1933,5
1934,1
1935,1
1936,8
1937,0
1938,7
1939,2
1940,3
1941,3
1942,7
1943,5
1944,2
1945,8
1946,4
1947,3
1948,1
1949,5
1950,5
1951,5
1952,7
1953,8
1954,8
1955,1
1956,3
1957,4
1958,3
1959,5
1960,2
1961,5
1962,0
1963,5
1964,5
1965,5
1966,1
1967,5
1968,1
1969,4
1970,5
1971,3
1972,5
1973,0
1974,3
1975,4
1976,1
1977,5
1978,5
1979,5
1980,1
1981,5
1982,7
1983,1
1984,3
1985,5
1986,8
1987,1
1988,3
1989,8
1990,7
1991,3
1992,5
1993,2
1994,5
1995,0
1996,3
1997,5
1998,5
1999,5
2000,3
2001,5
2002,2
2003,2
2004,1
2005,3
2006,6
2007,1
2008,3
2009,3
2010,0
2011,3
2012,5
2013,4
2014,8
2015,6
2016,7
2017,5
2018,5
2019,4
2020,2
2021,1
2022,1
2023,7
2024,1
2025,4
2026,3
2027,1
2028,3
2029,3
2030,3
2031,5
2032,3
2033,5
2034,5
2035,1
2036,1
2037,3
2038,5
2039,8
2040,5
2041,5
2042,2
2043,8
2044,3
2045,8
2046,0
2047,1
2048,4
2049,2
2050,2
2051,0
2052,5
2053,3
2054,8
2055,3
2056,0
2057,5
2058,6
2059,3
2060,4
2061,1
2062,8
2063,3
2064,1
2065,3
2066,1
2067,2
2068,5
2069,3
2070,4
2071,3
2072,0
2073,1
2074,3
2075,3
2076,1
2077,8
2078,5
2079,4
2080,3
2081,1
2082,4
2083,8
2084,3
2085,4
2086,8
2087,3
2088,5
2089,3
2090,5
2091,1
2092,3
2093,1
2094,5
2095,3
2096,5
2097,8
2098,4
2099,3
2100,3
2101,8
2102,5
2103,1
2104,3
2105,3
2106,8
2107,7
2108,5
2109,3
2110,1
2111,3
2112,3
2113,5
2114,5
2115,3
2116,8
2117,3
2118,8
2119,1
2120,2
2121,5
2122,5
2123,1
2124,5
2125,1
2126,3
2127,6
2128,8
2129,3
2130,5
2131,3
2132,3
2133,1
2134,1
2135,2
2136,1
2137,1
2138,5
2139,3
2140,3
2141,1
2142,5
2143,8
2144,5
2145,8
2146,1
2147,3
2148,1
2149,3
2150,4
2151,5
2152,5
2153,5
2154,1
2155,0
2156,1
2157,8
2158,3
2159,8
2160,3
2161,7
2162,5
2163,4
2164,3
2165,5
2166,3
2167,3
2168,5
2169,1
2170,3
2171,8
2172,3
2173,1
2174,3
2175,5
2176,3
2177,0
2178,5
2179,3
2180,8
2181,5
2182,2
2183,4
2184,8
2185,3
2186,1
2187,4
2188,4
2189,5
2190,1
2191,1
2192,6
2193,6
2194,5
2195,4
2196,4
2197,3
2198,1
2199,3
2200,3
2201,2
2202,0
2203,5
2204,3
2205,3
2206,5
2207,8
2208,4
2209,3
2210,2
2211,4
2212,5
2213,1
2214,6
2215,0
2216,4
2217,3
2218,5
2219,3
2220,5
2221,5
2222,1
2223,5
2224,4
2225,5
2226,5
2227,3
2228,0
2229,5
2230,8
2231,1
2232,1
2233,3
2234,3
2235,0
2236,3
2237,3
2238,0
2239,4
2240,3
2241,3
2242,3
2243,5
2244,8
2245,1
2246,4
2247,7
2248,1
2249,3
2250,5
2251,5
2252,4
2253,3
2254,3
2255,0
2256,3
2257,1
2258,5
2259,3
2260,5
2261,3
2262,4
2263,8
2264,5
2265,3
2266,6
2267,8
2268,8
2269,4
2270,4
2271,7
2272,3
2273,5
2274,5
2275,3
2276,5
2277,5
2278,5
2279,6
2280,3
2281,1
2282,3
2283,6
2284,3
2285,1
2286,4
2287,1
2288,3
2289,3
2290,5
2291,7
2292,4
2293,0
2294,5
2295,7
2296,5
2297,3
2298,6
2299,8
2300,2
2301,6
2302,0
2303,8
2304,3
2305,4
2306,3
2307,2
2308,2
2309,5
2310,6
2311,2
2312,3
2313,1
2314,5
2315,3
2316,5
2317,3
2318,5
2319,5
2320,5
2321,3
2322,3
2323,3
2324,8
