ID,Employment Type
2996,0
2997,1
2998,1
2999,1
3000,0
3001,1
3002,1
3003,1
3004,0
3005,1
3006,1
3007,1
3008,0
3009,0
3010,0
3011,1
3012,0
3013,0
3014,1
3015,1
3016,1
3017,0
3018,0
3019,1
3020,1
3021,0
3022,0
3023,0
3024,1
3025,0
3026,1
3027,0
3028,1
3029,0
3030,0
3031,1
3032,1
3033,1
3034,1
3035,0
3036,1
3037,1
3038,0
3039,0
3040,1
3041,0
3042,0
3043,1
3044,0
3045,1
3046,1
3047,1
3048,1
3049,1
3050,1
3051,0
3052,0
3053,0
3054,0
3055,0
3056,1
3057,1
3058,1
3059,1
3060,1
3061,0
3062,0
3063,0
3064,1
3065,0
3066,1
3067,1
3068,0
3069,1
3070,1
3071,1
3072,0
3073,0
3074,1
3075,1
3076,0
3077,1
3078,0
3079,1
3080,0
3081,0
3082,1
3083,0
3084,1
3085,0
3086,1
3087,0
3088,1
3089,0
3090,0
3091,0
3092,1
3093,0
3094,1
3095,1
3096,0
3097,1
3098,1
3099,0
3100,0
3101,0
3102,1
3103,1
3104,0
3105,1
3106,0
3107,1
3108,0
3109,1
3110,1
3111,1
3112,1
3113,0
3114,1
3115,1
3116,1
3117,0
3118,0
3119,1
3120,1
3121,0
3122,0
3123,1
3124,1
3125,1
3126,0
3127,1
3128,0
3129,1
3130,1
3131,1
3132,0
3133,1
3134,0
3135,1
3136,1
3137,1
3138,1
3139,1
3140,0
3141,1
3142,0
3143,1
3144,0
3145,1
3146,0
3147,1
3148,0
3149,1
3150,0
3151,1
3152,0
3153,1
3154,1
3155,1
3156,0
3157,1
3158,1
3159,1
3160,1
3161,1
3162,0
3163,0
3164,1
3165,0
3166,1
3167,1
3168,0
3169,0
3170,1
3171,0
3172,1
3173,0
3174,1
3175,0
3176,1
3177,1
3178,0
3179,1
3180,0
3181,1
3182,1
3183,0
3184,0
3185,0
3186,1
3187,0
3188,0
3189,0
3190,0
3191,0
3192,0
3193,0
3194,0
3195,1
3196,1
3197,0
3198,1
3199,0
3200,1
3201,1
3202,1
3203,1
3204,1
3205,0
3206,0
3207,0
3208,0
3209,1
3210,1
3211,1
3212,1
3213,0
3214,0
3215,1
3216,1
3217,1
3218,1
3219,0
3220,0
3221,0
3222,1
3223,1
3224,1
3225,1
3226,0
3227,1
3228,0
3229,1
3230,0
3231,0
3232,1
3233,1
3234,1
3235,1
3236,1
3237,1
3238,0
3239,0
3240,0
3241,0
3242,0
3243,0
3244,1
3245,1
3246,1
3247,1
3248,1
3249,0
3250,0
3251,1
3252,0
3253,1
3254,0
3255,1
3256,0
3257,0
3258,0
3259,1
3260,1
3261,1
3262,1
3263,1
3264,1
3265,1
3266,1
3267,0
3268,1
3269,1
3270,0
3271,1
3272,0
3273,0
3274,1
3275,0
3276,0
3277,1
3278,1
3279,1
3280,1
3281,0
3282,1
3283,1
3284,0
3285,0
3286,1
3287,1
3288,1
3289,0
3290,1
3291,1
3292,1
3293,0
3294,1
3295,1
3296,0
3297,1
3298,1
3299,1
3300,1
3301,1
3302,0
3303,1
3304,1
3305,1
3306,1
3307,0
3308,1
3309,0
3310,1
3311,0
3312,1
3313,0
3314,1
3315,1
3316,1
3317,0
3318,1
3319,1
3320,0
3321,1
3322,0
3323,1
3324,0
3325,0
3326,0
3327,0
3328,0
3329,0
3330,1
3331,1
3332,1
3333,1
3334,1
3335,1
3336,0
3337,1
3338,0
3339,1
3340,1
3341,1
3342,1
3343,0
3344,1
3345,1
3346,0
3347,0
3348,1
3349,0
3350,0
3351,1
3352,1
3353,0
3354,1
3355,0
3356,1
3357,1
3358,1
3359,0
3360,0
3361,0
3362,1
3363,0
3364,0
3365,0
3366,0
3367,1
3368,1
3369,1
3370,1
3371,1
3372,1
3373,0
3374,0
3375,1
3376,0
3377,0
3378,0
3379,0
3380,0
3381,1
3382,1
3383,1
3384,1
3385,0
3386,1
3387,0
3388,0
3389,1
3390,1
3391,1
3392,0
3393,1
3394,0
3395,1
3396,0
3397,1
3398,1
3399,0
3400,0
3401,0
3402,1
3403,0
3404,0
3405,1
3406,0
3407,1
3408,1
3409,0
3410,1
3411,1
3412,1
3413,1
3414,1
3415,0
3416,1
3417,0
3418,0
3419,1
3420,0
3421,1
3422,0
3423,1
3424,1
3425,1
3426,1
3427,0
3428,0
3429,1
3430,0
3431,0
3432,0
3433,0
3434,1
3435,1
3436,1
3437,1
3438,0
3439,1
3440,1
3441,1
3442,1
3443,1
3444,1
3445,1
3446,1
3447,0
3448,0
3449,0
3450,1
3451,0
3452,1
3453,0
3454,1
3455,1
3456,1
3457,1
3458,1
3459,1
3460,0
3461,0
3462,0
3463,1
3464,0
3465,1
3466,1
3467,1
3468,0
3469,1
3470,0
3471,1
3472,0
3473,1
3474,1
3475,1
3476,1
3477,0
3478,1
3479,1
3480,0
3481,0
3482,0
3483,0
3484,1
3485,1
3486,1
3487,1
3488,0
3489,0
3490,0
3491,1
3492,1
3493,0
3494,0
3495,1
3496,0
3497,0
3498,1
3499,1
3500,1
3501,0
3502,0
3503,0
3504,1
3505,1
3506,0
3507,1
3508,1
3509,1
3510,1
3511,1
3512,1
3513,0
3514,0
3515,0
3516,1
3517,1
3518,0
3519,0
3520,1
3521,1
3522,1
3523,1
3524,0
3525,1
3526,0
3527,1
3528,0
3529,0
3530,0
3531,1
3532,1
3533,0
3534,1
3535,1
3536,1
3537,0
3538,0
3539,0
3540,1
3541,0
3542,0
3543,0
3544,1
3545,1
3546,1
3547,1
3548,0
3549,0
3550,1
3551,1
3552,0
3553,0
3554,1
3555,0
3556,1
3557,1
3558,0
3559,1
3560,0
3561,1
3562,1
3563,1
3564,0
3565,1
3566,1
3567,0
3568,1
3569,0
3570,1
3571,1
3572,1
3573,1
3574,0
3575,0
3576,0
3577,0
3578,0
3579,0
3580,1
3581,1
3582,0
3583,0
3584,1
3585,1
3586,0
3587,1
3588,0
3589,0
3590,1
3591,0
3592,0
3593,0
3594,0
3595,0
3596,1
3597,1
3598,1
3599,0
3600,1
3601,1
3602,0
3603,0
3604,1
3605,1
3606,1
3607,1
3608,1
3609,0
3610,1
3611,1
3612,0
3613,1
3614,1
3615,1
3616,0
3617,1
3618,1
3619,1
3620,0
3621,1
3622,0
3623,1
3624,0
3625,0
3626,0
3627,1
3628,0
3629,1
3630,0
3631,1
3632,1
3633,0
3634,0
3635,1
3636,1
3637,1
3638,0
3639,1
3640,0
3641,0
3642,1
3643,1
3644,1
3645,0
3646,0
3647,0
3648,0
3649,0
3650,1
3651,1
3652,1
3653,1
3654,1
3655,1
3656,1
3657,0
3658,1
3659,1
3660,1
3661,1
3662,0
3663,1
3664,0
3665,1
3666,1
3667,1
3668,1
3669,0
3670,0
3671,1
3672,1
3673,0
3674,1
3675,1
3676,1
3677,0
3678,1
3679,0
3680,1
3681,0
3682,1
3683,0
3684,0
3685,1
3686,1
3687,0
3688,0
3689,1
3690,0
3691,1
3692,1
3693,1
3694,1
3695,1
3696,1
3697,0
3698,0
3699,1
3700,0
3701,0
3702,1
3703,1
3704,0
3705,1
3706,1
3707,0
3708,0
3709,0
3710,0
3711,1
3712,1
3713,0
3714,1
3715,0
3716,1
3717,0
3718,1
3719,1
3720,1
3721,1
3722,0
3723,0
3724,1
3725,0
3726,1
3727,1
3728,1
3729,1
3730,0
3731,0
3732,0
3733,1
3734,1
3735,1
3736,0
3737,0
3738,1
3739,0
3740,1
3741,1
3742,1
3743,1
3744,1
3745,0
3746,0
3747,1
3748,1
3749,0
3750,1
3751,1
3752,1
3753,1
3754,1
3755,1
3756,1
3757,1
3758,1
3759,0
3760,1
3761,1
3762,1
3763,1
3764,1
3765,0
3766,0
3767,1
3768,0
3769,1
3770,0
3771,1
3772,1
3773,1
3774,1
3775,1
3776,1
3777,1
3778,0
3779,0
3780,1
3781,0
3782,1
3783,1
3784,0
3785,0
3786,0
3787,0
3788,1
3789,0
3790,1
3791,1
3792,1
3793,0
3794,1
3795,1
3796,1
3797,1
3798,1
3799,0
3800,1
3801,0
3802,1
3803,0
3804,1
3805,0
3806,0
3807,1
3808,0
3809,1
3810,0
3811,1
3812,1
3813,1
3814,1
3815,1
3816,0
3817,0
3818,1
3819,1
3820,1
3821,1
3822,1
3823,0
3824,1
3825,1
3826,0
3827,0
3828,0
3829,0
3830,1
3831,1
3832,0
3833,0
3834,0
3835,1
3836,1
3837,0
3838,1
3839,1
3840,1
3841,1
3842,1
3843,1
3844,0
3845,1
3846,1
3847,0
3848,0
3849,0
3850,1
3851,0
3852,1
3853,1
3854,0
3855,1
3856,1
3857,0
3858,0
3859,1
3860,0
3861,1
3862,0
3863,1
3864,1
3865,0
3866,1
3867,0
3868,0
3869,0
3870,0
3871,1
3872,1
3873,0
3874,0
3875,1
3876,1
3877,1
3878,1
3879,1
3880,1
3881,0
3882,1
3883,0
3884,0
3885,1
3886,1
3887,1
3888,0
3889,0
3890,1
3891,0
3892,1
3893,1
3894,1
3895,1
3896,1
3897,1
3898,1
3899,0
3900,1
3901,1
3902,0
3903,0
3904,1
3905,0
3906,0
3907,1
3908,1
3909,1
3910,1
3911,0
3912,1
3913,0
3914,1
3915,1
3916,1
3917,1
3918,0
3919,0
3920,0
3921,0
3922,1
3923,1
3924,0
3925,0
3926,0
3927,1
3928,1
3929,1
3930,0
3931,1
3932,1
3933,1
3934,1
3935,0
3936,1
3937,1
3938,1
3939,0
3940,1
3941,1
3942,1
3943,1
3944,0
3945,1
3946,0
3947,0
3948,1
3949,1
3950,0
3951,1
3952,1
3953,0
3954,0
3955,0
3956,1
3957,1
3958,0
3959,1
3960,1
3961,0
3962,1
3963,0
3964,0
3965,0
3966,0
3967,0
3968,1
3969,0
3970,1
3971,0
3972,0
3973,0
3974,0
3975,1
3976,1
3977,1
3978,1
3979,0
3980,0
3981,1
3982,1
3983,1
3984,1
3985,1
3986,1
3987,1
3988,1
3989,0
3990,1
3991,1
3992,1
3993,1
3994,0
3995,0
3996,0
3997,0
3998,1
3999,1
4000,0
4001,1
4002,0
4003,1
4004,0
4005,0
4006,1
4007,1
4008,1
4009,1
4010,1
4011,0
4012,0
4013,0
4014,0
4015,1
4016,1
4017,0
4018,0
4019,1
4020,0
4021,1
4022,1
4023,1
4024,0
4025,1
4026,1
4027,1
4028,1
4029,1
4030,1
4031,1
4032,1
4033,1
4034,1
4035,1
4036,0
4037,0
4038,0
4039,1
4040,1
4041,0
4042,1
4043,1
4044,1
4045,1
4046,1
4047,1
4048,0
4049,1
4050,1
4051,0
4052,1
4053,0
4054,1
4055,1
4056,1
4057,1
4058,0
4059,0
4060,1
4061,0
4062,1
4063,1
4064,1
4065,1
4066,0
4067,0
4068,1
4069,0
4070,1
4071,1
4072,1
4073,0
4074,0
4075,0
4076,0
4077,0
4078,1
4079,1
4080,0
4081,1
4082,1
4083,0
4084,0
4085,0
4086,0
4087,1
4088,1
4089,1
4090,1
4091,1
4092,0
4093,0
4094,0
4095,1
4096,1
4097,1
4098,1
4099,0
4100,0
4101,1
4102,1
4103,1
4104,1
4105,1
4106,0
4107,0
4108,0
4109,1
4110,1
4111,1
4112,0
4113,1
4114,0
4115,0
4116,1
4117,0
4118,1
4119,1
4120,1
4121,1
4122,0
4123,1
4124,0
4125,1
4126,1
4127,1
4128,0
4129,0
4130,1
4131,1
4132,0
4133,0
4134,0
4135,1
4136,1
4137,0
4138,1
4139,1
4140,1
4141,0
4142,1
4143,1
4144,0
4145,1
4146,0
4147,0
4148,1
4149,1
4150,1
4151,0
4152,0
4153,1
4154,0
4155,1
4156,1
4157,1
4158,1
4159,1
4160,0
4161,0
4162,0
4163,0
4164,0
4165,1
4166,0
4167,0
4168,1
4169,0
4170,1
4171,1
4172,1
4173,1
4174,1
4175,0
4176,1
4177,0
4178,1
4179,1
4180,1
4181,1
4182,1
4183,0
4184,0
4185,1
4186,1
4187,0
4188,1
4189,0
4190,1
4191,0
4192,1
4193,1
4194,1
4195,1
4196,0
4197,1
4198,1
4199,1
4200,0
4201,0
4202,1
4203,0
4204,1
4205,0
4206,0
4207,1
4208,0
4209,0
4210,0
4211,1
4212,0
4213,0
4214,1
4215,1
4216,1
4217,0
4218,0
4219,1
4220,1
4221,1
4222,1
4223,1
4224,1
4225,0
4226,0
4227,0
4228,0
4229,0
4230,1
4231,0
4232,0
4233,1
4234,1
4235,0
4236,0
4237,1
4238,1
4239,0
4240,1
4241,1
4242,1
4243,0
4244,1
4245,1
4246,0
4247,0
4248,1
4249,0
4250,0
4251,0
4252,1
4253,0
4254,0
4255,0
4256,1
4257,1
4258,0
4259,1
4260,0
4261,1
4262,0
4263,0
4264,0
4265,1
4266,0
4267,1
4268,1
4269,1
4270,0
4271,0
4272,1
4273,1
4274,0
4275,0
4276,1
4277,1
4278,1
4279,1
4280,0
4281,1
4282,0
4283,0
4284,1
4285,0
4286,1
4287,1
4288,1
4289,0
4290,0
4291,0
4292,0
4293,0
4294,1
4295,1
4296,0
4297,1
4298,0
4299,1
4300,1
4301,1
4302,1
4303,0
4304,0
4305,0
4306,1
4307,0
4308,0
4309,1
4310,0
4311,0
4312,0
4313,1
4314,1
4315,0
4316,0
4317,1
4318,0
4319,1
4320,1
4321,0
4322,1
4323,1
4324,1
4325,1
4326,0
4327,1
4328,1
4329,0
4330,0
4331,0
4332,1
4333,0
4334,1
4335,0
4336,1
4337,1
4338,1
4339,1
4340,0
4341,0
4342,0
4343,1
4344,1
4345,1
4346,0
4347,1
4348,0
4349,0
4350,0
4351,1
4352,0
4353,0
4354,0
4355,0
4356,0
4357,1
4358,0
4359,0
4360,1
4361,0
4362,0
4363,0
4364,0
4365,1
4366,1
4367,1
4368,1
4369,0
4370,0
4371,0
4372,0
4373,0
4374,0
4375,1
4376,0
4377,0
4378,1
4379,1
4380,1
4381,1
4382,1
4383,1
4384,1
4385,1
4386,0
4387,1
4388,0
4389,1
4390,1
4391,0
4392,1
4393,0
4394,0
4395,1
4396,0
4397,0
4398,1
4399,1
4400,0
4401,0
4402,0
4403,1
4404,1
4405,1
4406,1
4407,0
4408,1
4409,1
4410,1
4411,1
4412,0
4413,0
4414,1
4415,0
4416,0
4417,0
4418,0
4419,0
4420,1
4421,1
4422,0
4423,1
4424,0
4425,1
4426,1
4427,0
4428,0
4429,1
4430,0
4431,1
4432,0
4433,1
4434,0
4435,0
4436,1
4437,0
4438,0
4439,0
4440,0
4441,1
4442,1
4443,0
4444,1
4445,1
4446,1
4447,1
4448,1
4449,1
4450,1
4451,1
4452,1
4453,0
4454,0
4455,0
4456,1
4457,1
4458,1
4459,0
4460,0
4461,1
4462,0
4463,0
4464,1
4465,1
4466,0
4467,1
4468,1
4469,0
4470,1
4471,1
4472,1
4473,0
4474,1
4475,0
4476,1
4477,1
4478,1
4479,1
4480,1
4481,0
4482,0
4483,1
4484,0
4485,0
4486,1
4487,0
4488,0
4489,0
4490,1
4491,0
4492,1
4493,1
4494,0
4495,1
4496,0
4497,1
4498,1
4499,1
4500,0
4501,1
4502,0
4503,1
4504,0
4505,1
4506,1
4507,0
4508,1
4509,0
4510,1
4511,1
4512,1
4513,0
4514,1
4515,1
4516,1
4517,1
4518,0
4519,1
4520,1
4521,0
4522,1
4523,1
4524,0
4525,1
4526,0
4527,1
4528,1
4529,1
4530,1
4531,1
4532,1
4533,0
4534,0
4535,1
4536,1
4537,0
4538,0
4539,0
4540,1
4541,1
4542,0
4543,1
4544,1
4545,0
4546,1
4547,1
4548,1
4549,1
4550,1
4551,0
4552,1
4553,1
4554,0
4555,0
4556,0
4557,1
4558,1
4559,1
4560,1
4561,1
4562,0
4563,0
4564,0
4565,0
4566,1
4567,0
4568,0
4569,0
4570,1
4571,1
4572,0
4573,0
4574,0
4575,0
4576,1
4577,1
4578,1
4579,0
4580,1
4581,0
4582,1
4583,1
4584,1
4585,0
4586,1
4587,1
4588,1
4589,1
4590,1
4591,0
4592,1
4593,0
4594,0
4595,1
4596,1
4597,0
4598,0
4599,1
4600,1
4601,1
4602,1
4603,1
4604,0
4605,0
4606,0
4607,1
4608,0
4609,1
4610,1
4611,0
4612,1
4613,0
4614,1
4615,0
4616,0
4617,1
4618,1
4619,0
4620,0
4621,0
4622,1
4623,1
4624,1
4625,0
4626,0
4627,1
4628,0
4629,1
4630,1
4631,1
4632,0
4633,0
4634,1
4635,0
4636,1
4637,0
4638,1
4639,0
4640,0
4641,1
4642,0
4643,1
4644,1
4645,1
4646,0
4647,0
4648,1
4649,0
4650,0
4651,1
4652,1
4653,0
4654,1
4655,1
4656,0
4657,0
4658,1
4659,1
4660,1
4661,0
4662,0
4663,0
4664,1
4665,1
4666,1
4667,1
4668,0
4669,0
4670,0
4671,1
4672,1
4673,1
4674,0
4675,1
4676,1
4677,0
4678,0
4679,0
4680,0
4681,0
4682,1
4683,1
4684,0
4685,1
4686,1
4687,1
4688,0
4689,0
4690,1
4691,1
4692,1
4693,0
4694,1
4695,1
4696,1
4697,0
4698,1
4699,1
4700,1
4701,1
4702,1
4703,0
4704,1
4705,1
4706,0
4707,1
4708,0
4709,1
4710,1
4711,0
4712,0
4713,0
4714,1
4715,0
4716,1
4717,0
4718,1
4719,1
4720,0
4721,0
4722,1
4723,1
4724,1
4725,0
4726,1
4727,0
4728,0
4729,1
4730,1
4731,0
4732,1
4733,1
4734,1
4735,1
4736,1
4737,1
4738,1
4739,1
4740,0
4741,0
4742,1
4743,1
4744,0
4745,0
4746,1
4747,0
4748,1
4749,1
4750,0
4751,0
4752,0
4753,1
4754,1
4755,0
4756,1
4757,1
4758,0
4759,1
4760,1
4761,1
4762,0
4763,0
4764,0
4765,1
4766,1
4767,1
4768,0
4769,0
4770,1
4771,1
4772,1
4773,0
4774,0
4775,1
4776,0
4777,0
4778,1
4779,1
4780,0
4781,0
4782,0
4783,0
4784,0
4785,0
4786,0
4787,1
4788,1
4789,0
4790,0
4791,1
4792,1
4793,1
4794,1
4795,0
4796,0
4797,1
4798,1
4799,1
4800,0
4801,1
4802,1
4803,0
4804,1
4805,0
4806,0
4807,1
4808,1
4809,0
4810,1
4811,1
4812,1
4813,1
4814,1
4815,1
4816,0
4817,0
4818,1
4819,0
4820,1
4821,0
4822,0
4823,1
4824,1
4825,1
4826,1
4827,1
4828,0
4829,0
4830,1
4831,1
4832,1
4833,0
4834,1
4835,1
4836,1
4837,1
4838,0
4839,1
4840,1
4841,1
4842,0
4843,1
4844,1
4845,0
4846,1
4847,1
4848,0
4849,0
4850,0
4851,0
4852,1
4853,1
4854,0
4855,1
4856,0
4857,1
4858,0
4859,0
4860,0
4861,1
4862,1
4863,1
4864,1
4865,0
4866,1
4867,0
4868,1
4869,1
4870,0
4871,1
4872,0
4873,0
4874,1
4875,1
4876,0
4877,1
4878,0
4879,0
4880,0
4881,1
4882,1
4883,0
4884,1
4885,1
4886,1
4887,1
4888,1
4889,0
4890,0
4891,1
4892,0
4893,1
4894,0
4895,1
4896,1
4897,1
4898,1
4899,0
4900,0
4901,1
4902,0
4903,0
4904,0
4905,1
4906,0
4907,0
4908,1
4909,0
4910,0
4911,1
4912,0
4913,1
4914,1
4915,1
4916,0
4917,0
4918,1
4919,1
4920,1
4921,1
4922,1
4923,0
4924,1
4925,1
4926,1
4927,0
4928,0
4929,1
4930,1
4931,1
4932,0
4933,0
4934,1
4935,1
4936,1
4937,0
4938,1
4939,1
4940,1
4941,1
4942,1
4943,1
4944,1
4945,0
4946,1
4947,0
4948,1
4949,1
4950,0
4951,0
4952,1
4953,0
4954,0
4955,1
4956,0
4957,1
4958,0
4959,0
4960,0
4961,1
4962,1
4963,1
4964,1
4965,1
4966,0
4967,0
4968,1
4969,0
4970,1
4971,1
4972,0
4973,0
4974,1
4975,0
4976,1
4977,1
4978,0
4979,0
4980,0
4981,0
4982,1
4983,0
4984,1
4985,1
4986,1
4987,1
4988,0
4989,1
4990,1
4991,1
4992,0
4993,0
4994,0
4995,1
4996,0
4997,1
4998,0
4999,1
5000,0
5001,1
5002,1
5003,0
5004,1
5005,0
5006,1
5007,1
5008,0
5009,0
5010,1
5011,1
5012,0
5013,1
5014,1
5015,0
5016,1
5017,1
5018,1
5019,1
5020,1
5021,0
5022,1
5023,1
5024,0
5025,1
5026,1
5027,0
5028,1
5029,0
5030,1
5031,1
5032,0
5033,1
5034,1
5035,1
5036,0
5037,1
5038,0
5039,0
5040,0
5041,1
5042,0
5043,0
5044,0
5045,0
5046,1
5047,1
5048,0
5049,0
5050,1
5051,1
5052,0
5053,0
5054,1
5055,0
5056,0
5057,1
5058,0
5059,0
5060,1
5061,0
5062,1
5063,1
5064,1
5065,1
5066,0
5067,1
5068,1
5069,0
5070,1
5071,1
5072,0
5073,1
5074,0
5075,1
5076,0
5077,0
5078,1
5079,1
5080,1
5081,0
5082,1
5083,0
5084,1
5085,1
5086,0
5087,1
5088,1
5089,1
5090,0
5091,0
5092,1
5093,1
5094,1
5095,0
5096,1
5097,1
5098,0
5099,1
5100,0
5101,1
5102,0
5103,1
5104,0
5105,0
5106,1
5107,0
5108,1
5109,1
5110,1
5111,0
5112,0
5113,1
5114,1
5115,1
5116,1
5117,1
5118,1
5119,1
5120,1
5121,1
5122,0
5123,0
5124,1
5125,1
5126,0
5127,1
5128,1
5129,0
5130,0
5131,0
5132,0
5133,1
5134,0
5135,0
5136,0
5137,1
5138,0
5139,0
5140,1
5141,0
5142,1
5143,0
5144,0
5145,1
5146,1
5147,0
5148,1
5149,0
5150,0
5151,0
5152,1
5153,1
5154,1
5155,1
5156,0
5157,0
5158,0
5159,0
5160,1
5161,1
5162,1
5163,1
5164,1
5165,1
5166,1
5167,1
5168,0
5169,1
5170,0
5171,1
5172,1
5173,1
5174,0
5175,1
5176,0
5177,0
5178,1
5179,0
5180,0
5181,1
5182,1
5183,0
5184,1
5185,0
5186,0
5187,0
5188,0
5189,1
5190,0
5191,1
5192,0
5193,1
5194,1
5195,1
5196,0
5197,1
5198,0
5199,0
5200,1
5201,1
5202,1
5203,0
5204,0
5205,1
5206,0
5207,0
5208,1
5209,1
5210,1
5211,1
5212,1
5213,0
5214,1
5215,1
5216,0
5217,1
5218,0
5219,1
5220,0
5221,1
5222,1
5223,0
5224,0
5225,0
5226,0
5227,1
5228,0
5229,1
5230,0
5231,1
5232,1
5233,1
5234,0
5235,1
5236,0
5237,0
5238,0
5239,1
5240,0
5241,0
5242,1
5243,1
5244,1
5245,0
5246,0
5247,0
5248,0
5249,1
5250,1
5251,0
5252,1
5253,0
5254,1
5255,0
5256,1
5257,1
5258,0
5259,1
5260,0
5261,0
5262,1
5263,0
5264,1
5265,0
5266,0
5267,0
5268,1
5269,0
5270,0
5271,0
5272,0
5273,1
5274,1
5275,1
5276,0
5277,1
5278,0
5279,1
5280,1
5281,1
5282,0
5283,1
5284,1
5285,1
5286,1
5287,0
5288,1
5289,0
5290,0
5291,0
5292,1
5293,0
5294,1
5295,1
5296,0
5297,0
5298,0
5299,0
5300,0
5301,1
5302,1
5303,1
5304,1
5305,1
5306,1
5307,0
5308,0
5309,0
5310,1
5311,1
5312,1
5313,1
5314,0
5315,1
5316,0
5317,0
5318,1
5319,0
5320,0
5321,1
5322,0
5323,0
5324,0
5325,0
5326,1
5327,1
5328,1
5329,0
5330,0
5331,1
5332,1
5333,1
5334,1
5335,0
5336,0
5337,0
5338,1
5339,0
5340,1
5341,0
5342,1
5343,0
5344,1
5345,0
5346,1
5347,1
5348,0
5349,1
5350,1
5351,1
5352,0
5353,0
5354,1
5355,0
5356,1
5357,1
5358,0
5359,1
5360,1
5361,1
5362,0
5363,0
5364,1
5365,1
5366,1
5367,1
5368,0
5369,1
5370,1
5371,0
5372,1
5373,1
5374,0
5375,1
5376,1
5377,1
5378,1
5379,1
5380,1
5381,1
5382,1
5383,1
5384,0
5385,0
5386,1
5387,0
5388,1
5389,1
5390,1
5391,1
5392,1
5393,1
5394,0
5395,0
5396,1
5397,0
5398,0
5399,1
5400,1
5401,0
5402,1
5403,1
5404,1
5405,0
5406,1
5407,1
5408,1
5409,1
5410,1
5411,1
5412,1
5413,0
5414,1
5415,0
5416,0
5417,1
5418,1
5419,1
5420,0
5421,1
5422,1
5423,1
5424,1
5425,0
5426,0
5427,1
5428,0
5429,1
5430,1
5431,1
5432,0
5433,1
5434,0
5435,1
5436,0
5437,0
5438,1
5439,1
5440,0
5441,0
5442,0
5443,1
5444,0
5445,1
5446,0
5447,0
5448,1
5449,0
5450,1
5451,0
5452,1
5453,1
5454,0
5455,0
5456,0
5457,0
5458,1
5459,0
5460,0
5461,0
5462,0
5463,1
5464,0
5465,0
5466,1
5467,0
5468,1
5469,1
5470,1
5471,1
5472,0
5473,0
5474,0
5475,1
5476,0
5477,0
5478,1
5479,1
5480,1
5481,0
5482,0
5483,1
5484,0
5485,0
5486,0
5487,1
5488,0
5489,0
5490,1
5491,1
5492,1
5493,1
5494,0
5495,1
5496,1
5497,0
5498,1
5499,1
5500,1
5501,0
5502,1
5503,1
5504,0
5505,1
5506,1
5507,1
5508,0
5509,1
5510,0
5511,0
5512,0
5513,1
5514,0
5515,0
5516,0
5517,0
5518,1
5519,0
5520,1
5521,1
5522,0
5523,1
5524,1
5525,1
5526,0
5527,1
5528,1
5529,0
5530,0
5531,0
5532,1
5533,0
5534,1
5535,1
5536,1
5537,1
5538,1
5539,0
5540,0
5541,1
5542,0
5543,0
5544,1
5545,1
5546,1
5547,0
5548,0
5549,1
5550,1
5551,1
5552,1
5553,1
5554,1
5555,1
5556,0
5557,1
5558,0
5559,0
5560,1
5561,0
5562,0
5563,0
5564,1
5565,1
5566,0
5567,1
5568,1
5569,1
5570,1
5571,1
5572,1
5573,1
5574,0
5575,1
5576,0
5577,0
5578,1
5579,0
5580,0
5581,1
5582,1
5583,1
5584,1
5585,1
5586,1
5587,1
5588,0
5589,1
5590,0
5591,1
5592,0
5593,1
5594,0
5595,1
5596,0
5597,1
5598,0
5599,1
5600,0
5601,1
5602,1
5603,0
5604,1
5605,1
5606,1
5607,0
5608,1
5609,0
5610,1
5611,0
5612,1
5613,0
5614,1
5615,0
5616,1
5617,0
5618,0
5619,1
5620,1
5621,1
5622,0
5623,0
5624,1
5625,0
5626,1
5627,1
5628,1
5629,1
5630,0
5631,1
5632,0
5633,1
5634,1
5635,0
5636,1
5637,1
5638,0
5639,0
5640,0
5641,0
5642,0
5643,0
5644,1
5645,0
5646,1
5647,1
5648,0
5649,1
5650,0
5651,1
5652,1
5653,0
5654,0
5655,0
5656,0
5657,0
5658,0
5659,0
5660,0
5661,0
5662,0
5663,1
5664,0
5665,0
5666,0
5667,0
5668,0
5669,0
5670,1
5671,1
5672,0
5673,0
5674,0
5675,1
5676,0
5677,1
5678,1
5679,1
5680,1
5681,1
5682,1
5683,1
5684,1
5685,0
5686,0
5687,1
5688,0
5689,0
5690,0
5691,0
5692,0
5693,0
5694,1
5695,1
5696,1
5697,1
5698,1
5699,1
5700,0
5701,1
5702,1
5703,0
5704,1
5705,1
5706,0
5707,1
5708,0
5709,1
5710,0
5711,0
5712,1
5713,1
5714,1
5715,0
5716,1
5717,1
5718,0
5719,1
5720,0
5721,0
5722,0
5723,1
5724,0
5725,1
5726,0
5727,1
5728,0
5729,1
5730,0
5731,0
5732,1
5733,1
5734,1
5735,0
5736,1
5737,1
5738,0
5739,0
5740,0
5741,1
5742,1
5743,1
5744,1
5745,0
5746,1
5747,1
5748,1
5749,0
5750,1
5751,1
5752,1
5753,0
5754,0
5755,0
5756,1
5757,0
5758,0
5759,0
5760,0
5761,0
5762,0
5763,1
5764,1
5765,0
5766,0
5767,0
5768,0
5769,0
5770,1
5771,1
5772,0
5773,0
5774,1
5775,1
5776,0
5777,1
5778,0
5779,0
5780,0
5781,1
5782,1
5783,0
5784,1
5785,0
5786,1
5787,0
5788,0
5789,1
5790,0
5791,0
5792,1
5793,1
